id,value,label
902,0.1231,hBLeJTWN
903,0.6007,HtLMtHDS
904,0.8084,lgeeMWMg
905,0.3677,SXDadBSY
906,0.3196,sJPBFluB
907,0.4606,hXRzxFhI
908,0.8013,KFqZgZKy
909,0.8287,zKtZrRkM
910,0.8104,KcTjzuZI
911,0.8485,ZCrJZNuB
912,0.283,KkSugNEP
913,0.8498,KxihKphl
914,0.7484,MaLDJZhX
915,0.4271,RWeYjcYH
916,0.5934,YGvbmzJX
917,0.6528,tJPIOSHo
918,0.6532,tgezIAbD
919,0.5726,oMPjzHwD
920,0.0994,dVPjQbCB
921,0.8122,zAELPgNY
922,0.8976,jFjCPggk
923,0.1612,DSbYAsCv
924,0.9452,apXBOIxE
925,0.6951,BZsBkfQm
926,0.1881,pRXFlsgG
927,0.0744,ntUuenwK
928,0.5359,dMZKktIQ
929,0.6049,vhZwbFeg
930,0.11,CdHsroTl
931,0.0099,tYtfWjLp
932,0.8213,zBKTCFUi
933,0.9465,urMYBESy
934,0.1276,aAigtMcL
935,0.9745,KmFKjZPA
936,0.2758,wWTQpSXv
937,0.3127,eeLXicMC
938,0.4929,TYwAMyAZ
939,0.8881,KvGVMLKM
940,0.2442,MXQTBFFY
941,0.6745,TBldRAXv
942,0.3791,tfVmCNgp
943,0.2935,lMDlpWHQ
944,0.0354,yGzsGrsa
945,0.8902,jsfzeAhg
946,0.4874,iIlupwjQ
947,0.1087,wRiswsTk
948,0.1896,cuMUikyI
949,0.2658,vCPLqNTA
950,0.9236,RuffbiAN
951,0.2365,JrYMwpzN
952,0.2477,hAmNSZmQ
953,0.1984,KQKAjZEG
954,0.2294,gbZWwGec
955,0.4073,pGmryAHp
956,0.2692,osvqcccM
957,0.212,yVfjXspf
958,0.0137,CSrMsOBt
959,0.6502,ktUgMgEV
960,0.6544,jKWdCrLZ
961,0.202,LcjCnTSV
962,0.9751,UxLVdvWA
963,0.0219,FKgcDPKM
964,0.3975,JTYiNtOu
965,0.2715,jilKTPxK
966,0.5251,plKCicmc
967,0.1481,TWoPHmQB
968,0.0014,sFteKCLv
969,0.6115,qcQQlYjY
970,0.5374,YOOfMtHT
971,0.6343,CQlnEQNi
972,0.2317,LtUejjSj
973,0.4905,LHbijuFd
974,0.072,mVYfBLQF
975,0.3779,bQNHcmeh
976,0.6274,aYXfMrKk
977,0.4804,DxiricJG
978,0.1231,QfpARhVb
979,0.4271,hIlTuTQf
980,0.1696,ffXsGgWV
981,0.8956,FjBFJhIp
982,0.8176,sfVIWQKd
983,0.0022,WhIquLOy
984,0.0673,EXoeZjuq
985,0.4238,KvPrPImv
986,0.4971,BBQuEvEK
987,0.7483,KmaZaDXV
988,0.0596,sSTQphSY
989,0.913,mRchYKtb
990,0.9649,tKIdRTbs
991,0.079,eDQhjMMK
992,0.2995,vrOKoiTb
993,0.7511,AaRJTCRV
994,0.5019,KwiYBYgl
995,0.619,ljMDRQyq
996,0.6419,RiPHkfeF
997,0.8466,boCdFNqC
998,0.6384,bnYDDPcq
999,0.9435,asoukNLY
1000,0.7027,fvMfPhEt
1001,0.5864,SphyUeLT
1002,0.8075,INiYALHW
1003,0.3414,OrsSwUOu
1004,0.2088,FdhGzPhT
1005,0.5471,YOeeqWio
1006,0.3633,ejOnynTH
1007,0.1404,gDcSuSVg
1008,0.3667,RXtJAnTJ
1009,0.6206,HMmQaSpi
1010,0.3993,duyeyHUy
1011,0.0858,MVVNkrqZ
1012,0.4863,KyobiyHq
1013,0.0313,FtWswycT
1014,0.9526,JoHedvpL
1015,0.8713,BInReUrN
1016,0.1645,svyJiKsK
1017,0.3891,aOFeIGqZ
1018,0.939,MMqhxhSf
1019,0.97,vBaxRgxY
1020,0.0974,lYvCitsX
1021,0.9717,DaQaUATK
1022,0.6489,xvsCBNfj
1023,0.4284,jECtRJwo
1024,0.6204,WSZPfHGv
1025,0.4964,NWfxEbpv
1026,0.2229,xtkygYVv
1027,0.8204,KMatloTn
1028,0.8385,PvmUvaht
1029,0.8167,QFrXZmYk
1030,0.6444,RPEgHYjV
1031,0.5173,wfPAGORG
1032,0.2602,CXkewGEb
1033,0.7076,VetMgxGs
1034,0.2397,UpBmOOOI
1035,0.275,WGHEfxEf
1036,0.2825,UezsRuzb
1037,0.0736,XdJtqVQj
1038,0.0101,jDFbYZzF
1039,0.5465,iMWkbbAh
1040,0.8669,flrlLWnz
1041,0.9532,sCpMzAuk
1042,0.173,JUouENqP
1043,0.9538,zTwMQGFw
1044,0.5671,tGdibAEp
1045,0.8267,HYsbjqPs
1046,0.0726,ItOgqary
1047,0.7952,UDuFBfoF
1048,0.8834,SdUvNqqk
1049,0.8027,zZvgiqtD
1050,0.285,HSZVoRuU
1051,0.918,cHdePLoN
1052,0.4003,CqFuKxSY
1053,0.1214,tGbcafqJ
1054,0.4357,ijUtUZWT
1055,0.2597,OfXdrFQo
1056,0.1703,hxgSNUYv
1057,0.4468,gBEIYqMl
1058,0.2638,peDTIMke
1059,0.9718,dalQjfkE
1060,0.5276,SNqxiAVl
1061,0.3636,YTAOjoip
1062,0.8698,HhTMmUjb
1063,0.6619,xnWewhAA
1064,0.0532,ofHMvpuE
1065,0.5296,zwJHXlcb
1066,0.2662,dflGLufM
1067,0.8795,nkOsoFMe
1068,0.5032,KypVmqdj
1069,0.8999,hayrjneJ
1070,0.8531,EYEzmfQD
1071,0.9904,RBihepMx
1072,0.7348,ZnzsasKU
1073,0.7745,SUEfJLbY
1074,0.8563,IhzmMYsM
1075,0.1938,XHYTJUxX
1076,0.5269,nJUuvZqc
1077,0.5201,rFwxYPoY
1078,0.4989,JyhYGIpo
1079,0.7998,acoEcpwI
1080,0.0006,nsoSINie
1081,0.2707,ZkEelysQ
1082,0.637,vYfnpqDJ
1083,0.3225,EJkhCpeD
1084,0.6283,CtTwhwqW
1085,0.7126,ywvvbDXv
1086,0.7559,FpmAgCDp
1087,0.7553,uuaPTxcc
1088,0.8299,HrfpzrdM
1089,0.6744,MckhMzlJ
1090,0.8523,pqZazJfa
1091,0.6038,gfkyRxcg
1092,0.4046,ZQRCQJSG
1093,0.4324,HjQIiMCy
1094,0.29,IXzIuKfv
1095,0.4248,bxDapHUG
1096,0.0426,VYyLoZsS
1097,0.5032,sKudIsLr
1098,0.7152,OoNpuVHt
1099,0.4718,IDWOBgqX
1100,0.3481,GucSiffW
1101,0.4764,NZQMmUjU
1102,0.7558,vdFfSdNF
1103,0.8407,WqKtZDkn
1104,0.4375,okiQQjEG
1105,0.6687,kQUsvCdj
1106,0.73,VHzRDysG
1107,0.5587,hdwtdeOp
1108,0.1179,lFrlWVnK
1109,0.068,TYdDSWAu
1110,0.0566,KfyVnbrn
1111,0.3345,NhCMWITm
1112,0.0729,XVKNbZXF
1113,0.6124,eCXocbAH
1114,0.4315,pSYbcOQB
1115,0.8603,JMCcNKww
1116,0.1378,wUZtkwdm
1117,0.5886,lMUPDZaL
1118,0.8126,dgjcsImp
1119,0.6061,ygdnCzMs
1120,0.9151,lLWOpHBn
1121,0.6978,AcUKGokh
1122,0.9759,lMktQhYK
1123,0.6499,xfzbotRe
1124,0.2791,FzSuckjw
1125,0.0523,pCsbFUVV
1126,0.8102,ENrRwwLM
1127,0.0571,fuLJSWyD
1128,0.5683,AitMWgaP
1129,0.951,emCruGsI
1130,0.7824,QFgDqnjy
1131,0.4399,yYyRldWo
1132,0.6103,qdjNoTgG
1133,0.1469,GcfcJSEc
1134,0.7174,dLnnJSsL
1135,0.6006,sexAmqtQ
1136,0.416,HThqOrvH
1137,0.4707,YGicWVbF
1138,0.808,AOAErlRb
1139,0.7263,tZeeWlAD
1140,0.5482,vMSBcyBw
1141,0.2692,RpmmNsxM
1142,0.1154,mMTssAVH
1143,0.6052,xvDQgBOv
1144,0.5848,hnoqevZD
1145,0.6326,OUTagnCW
1146,0.7429,gbwJZgTV
1147,0.9043,suCLgUUE
1148,0.6166,ZcMsxvxR
1149,0.2893,ygjNVWeU
1150,0.5936,tHtwAEXf
1151,0.2973,rDUERwqq
1152,0.1784,hQMZkADG
1153,0.0995,ogowUpVZ
1154,0.7535,WIhkRNbU
1155,0.9599,CPaRbkWD
1156,0.7321,BRpfKRxw
1157,0.2631,SZMgsePL
1158,0.3271,AoGAOKqW
1159,0.4334,WPqRITbG
1160,0.008,htXJnhQM
1161,0.2826,kTXSMadD
1162,0.2085,jvntEHzI
1163,0.1801,pmpzPusz
1164,0.0965,fTNoYqIg
1165,0.4647,qfKKOzPz
1166,0.412,mpAUOdOn
1167,0.3176,uwuVnLrQ
1168,0.3085,vDikGXFr
1169,0.605,bLPeKVNC
1170,0.6549,AskiBSlP
1171,0.9107,rlMWbbWf
1172,0.3979,ziplOmog
1173,0.7841,IgMoedLN
1174,0.4154,aRFhMPkF
1175,0.3122,qAboknIy
1176,0.2912,eYDzVBma
1177,0.497,utCflYum
1178,0.3698,DHrQYeiS
1179,0.4898,mhGyLDmN
1180,0.252,qrhqDvaJ
1181,0.755,PCqHqKAS
1182,0.9928,efKtNiMi
1183,0.4376,YcwiPzMC
1184,0.3994,pwpVJBFt
1185,0.6502,hBkFLBny
1186,0.9362,WLShBRav
1187,0.1503,dYqjKBrd
1188,0.4687,isDlGWoQ
1189,0.8681,EpGunCIe
1190,0.1524,LonfPENr
1191,0.772,EoPTIyiO
1192,0.9891,ePhiTqUc
1193,0.5117,wIrAgDtu
1194,0.4745,qBBTRXXR
1195,0.7113,RDzPJDws
1196,0.0253,tyILlDZW
1197,0.3825,jMawBaqe
1198,0.3689,nVFboycK
1199,0.253,GYQSWZGz
1200,0.4734,TNPbbUhM
1201,0.8709,gvRcHdfC
1202,0.9834,kFaRSqKV
1203,0.5868,XAWuRIdQ
1204,0.5015,LexokAiM
1205,0.8379,aosrDKDy
1206,0.1163,eLjEYNPl
1207,0.3745,eLmRHUjN
1208,0.1327,cKjhqljT
1209,0.1771,pKnzEsHx
1210,0.631,RbRuBkKs
1211,0.8109,PkKARPeO
1212,0.2582,ybfIjhEt
1213,0.3779,EbKGTavr
1214,0.6479,fVpyjbQx
1215,0.576,wuRntrJp
1216,0.9708,TNUAvOXu
1217,0.0286,AVUYXkYN
1218,0.1299,rXYqNPxi
1219,0.0008,hTpemkem
1220,0.6847,RtyryJKV
1221,0.6684,RKNegNgO
1222,0.898,QLwudzME
1223,0.2217,FNtrQFNV
1224,0.6456,hjkwrIwo
1225,0.3868,QbXviJRy
1226,0.0826,JfSPaqDt
1227,0.4547,zXuOpnGF
1228,0.8024,xtyrBsOY
1229,0.5317,tJhrWEkQ
1230,0.7276,xcogztUJ
1231,0.2523,rpQCjsaq
1232,0.636,EsbMmeeL
1233,0.6329,woYJmQRM
1234,0.5236,xdthYHTt
1235,0.9803,eWMvbXnH
1236,0.8829,RwgjnpAS
1237,0.2438,PtyNwMOo
1238,0.6714,FVJovavg
1239,0.2671,FYqlaqdo
1240,0.712,REHruWar
1241,0.3464,xyMkKInb
1242,0.8523,YGDrkZtp
1243,0.3153,JbGiswZb
1244,0.9734,CzmVgFSf
1245,0.2183,ZDjiOMuv
1246,0.7513,vFqsfUXN
1247,0.3178,BuSzyQxW
1248,0.1776,oBryiVtH
1249,0.9742,vHGhGZFM
1250,0.9455,qmDyetMT
1251,0.6541,CSSitTjW
1252,0.9214,qpUkxmFZ
1253,0.7968,YAfFrViy
1254,0.9625,abJTZSdv
1255,0.26,LgOHBbzL
1256,0.293,uQNsLAHw
1257,0.1241,hnQNfivr
1258,0.913,PkfHdUzm
1259,0.26,pxOKDENh
1260,0.2884,ltspXiGy
1261,0.4399,pMKhptHb
1262,0.2117,pEnLMZvG
1263,0.1704,riSqtTzi
1264,0.5252,jUaXrqlo
1265,0.778,PHsxVVRR
1266,0.7831,BlkIufrd
1267,0.5533,BMTYcDmn
1268,0.7394,JHmJxcFC
1269,0.0914,jRdUBdlE
1270,0.5813,yBOqGkge
1271,0.1974,ClzDESfU
1272,0.7774,kPFxaNFz
1273,0.1765,AAXpTmoD
1274,0.3088,wYXzqYyi
1275,0.0656,wpWxHCjO
1276,0.7629,lAqBfpFD
1277,0.1546,iNOSFiXZ
1278,0.6535,POoWySph
1279,0.3337,sMxwuvNv
1280,0.9687,sPYNbKkL
1281,0.2948,tqPqDklA
1282,0.8564,fmqyLyYc
1283,0.6594,JVzoFtfH
1284,0.276,tWfgMqOv
1285,0.1518,hpkemDNn
1286,0.531,pbOdOKqS
1287,0.9051,xTjyxrJK
1288,0.2554,MbgvuzcB
1289,0.913,AawbAPPz
1290,0.5748,GMDYOBPS
1291,0.0877,VFZNNwox
1292,0.8805,MHdHrBKQ
1293,0.4324,bDaRalwn
1294,0.2229,JqxIODsT
1295,0.8672,hOkjbFRO
1296,0.5401,Xrqlkpwo
1297,0.9363,lshUwRtx
1298,0.7439,MtxuktQe
1299,0.1751,VLgNgzFM
1300,0.3169,jZPsnfxa
1301,0.8034,uSsXRwSp
1302,0.9997,eHuyXoHq
1303,0.1407,mDgiKNdP
1304,0.8663,ItviiWYM
1305,0.8103,jTfizpGV
1306,0.2652,qOrUbTVc
1307,0.377,FBiaUeZf
1308,0.4757,ZSBgFHqy
1309,0.9029,gItFLyMS
1310,0.1963,lgWleeuU
1311,0.1052,ljIrYIBE
1312,0.8836,NgvIEWbV
1313,0.385,ckjhbPiq
1314,0.5721,zrGQExlG
1315,0.5459,goNWrUnP
1316,0.4874,CIIrAdtH
1317,0.9648,glxfCpTp
1318,0.4362,ZeTAuWZk
1319,0.84,laMsFhSB
1320,0.8003,slXBtfiG
1321,0.6182,RNhWFSoX
1322,0.9489,pUYUyhWa
1323,0.2513,CqVFXdvh
1324,0.8224,NPXmOHuk
1325,0.8343,dYoUgMXh
1326,0.4434,INagqfGy
1327,0.6604,pgMxdYVr
1328,0.2721,ZtUfyETJ
1329,0.7945,NlfZFFsT
1330,0.6649,RYvHSoLo
1331,0.2517,AvRZefPm
1332,0.495,EIfOKDRt
1333,0.519,WtFEPXDg
1334,0.764,sIUvuMsO
1335,0.8522,DBWQGOIb
1336,0.5669,bXfVPLSn
1337,0.8184,rYmxcxZn
1338,0.7936,kOCqusQR
1339,0.8566,rGMRlRfL
1340,0.6395,qzjtnKsP
1341,0.8958,NXqfEVKD
1342,0.7568,BuKkeFTv
1343,0.2634,LBuVfXQU
1344,0.2939,DeZxcCIo
1345,0.4945,RZmlHlam
1346,0.0208,FRvCDvSE
1347,0.6273,UYMKZPnt
1348,0.9001,WqsXgSZm
1349,0.5383,gZOAyqPF
1350,0.7201,LHCZyDcG
1351,0.4971,wXiDDcsT
1352,0.1479,JdLDXLLz
1353,0.7042,XZlxBJrD
1354,0.876,XhCJqaFL
1355,0.3583,gYFBLMmF
1356,0.7588,jjHzgeXD
1357,0.949,uvKhresK
1358,0.8791,zjulZGrN
1359,0.5239,bFZdtiYB
1360,0.0047,ubVDSXjG
1361,0.1818,lrTVFDUK
1362,0.8797,jhQbcBXW
1363,0.8072,qpsjAUzF
1364,0.9973,VWWCuxgC
1365,0.3383,tmQjvsVV
1366,0.8109,VKRfBIqB
1367,0.5751,BuCkqxkX
1368,0.4263,webfDFpZ
1369,0.7707,OKBcXpEU
1370,0.5428,HMBcpjYc
1371,0.8254,TMBjtKVf
1372,0.95,ULdkkHaV
1373,0.206,JWamQRZZ
1374,0.8266,tRchmITv
1375,0.5705,SGkTMoJv
1376,0.4136,oUQzFGuK
1377,0.4491,IlHfUzjr
1378,0.9435,nJWuBoDf
1379,0.1194,QTXCzgZy
1380,0.1093,lRjNPmFw
1381,0.1428,FcWNjkqD
1382,0.9486,rXVskHuh
1383,0.2918,djkIwTdm
1384,0.5286,ChYcJvBG
1385,0.1699,WthfmtDQ
1386,0.7687,glGDdHVW
1387,0.6448,oGxMJFrZ
1388,0.455,VhBshHjY
1389,0.9991,TtbPhxKC
1390,0.227,uRsWvvMx
1391,0.3884,squLkljk
1392,0.8736,IGUCNvHl
1393,0.1413,fHpROGcl
1394,0.5517,itAjxKuI
1395,0.2733,MDiuOkvy
1396,0.868,gWqWFMTJ
1397,0.787,eaScSqUk
1398,0.1506,lRsVERyK
1399,0.2897,fDUhvBGi
1400,0.5523,yZJUYIhx
1401,0.7557,httibJQW
1402,0.5849,jUYXDUZU
1403,0.0689,hpuhZPIY
1404,0.3207,KXeFPaUv
1405,0.1691,SjoBVzVc
1406,0.2388,pxwcMNxe
1407,0.5513,gYGMatVt
1408,0.036,IKrPSOvr
1409,0.9429,LCznVVeI
1410,0.3186,AfQPfdti
1411,0.8015,OSaaPTGi
1412,0.6261,TxTOfgKk
1413,0.7461,eeXaPmce
1414,0.3204,BykZFjoJ
1415,0.865,djajkhCY
1416,0.7,KdjqZiHE
1417,0.6016,AowQMBIY
1418,0.2517,NddrMGQe
1419,0.7644,LaMeEVsJ
1420,0.6782,dnRxMyzN
1421,0.3135,ZjEcsyyW
1422,0.8465,YyUxhNvb
1423,0.1394,qZGuaPIi
1424,0.5929,jeuhrbup
1425,0.9552,ClzLwXiY
1426,0.0598,XdqypmXP
1427,0.4163,aqiGJwgg
1428,0.2819,LPStYdxv
1429,0.2095,qmTqVYOC
1430,0.5772,rkgqGYlE
1431,0.237,QzybAeNG
1432,0.0813,zFUXnxOP
1433,0.2762,hSdmGrQz
1434,0.1461,oqZFBQHX
1435,0.5976,gMMkPoPv
1436,0.8186,anhbHNey
1437,0.9098,hGCENfoo
1438,0.7063,xigXgTCt
1439,0.3153,LCGHuqRb
1440,0.2829,DDTcLgdd
1441,0.1516,BWmNYrvN
1442,0.4925,CBHuiQQx
1443,0.1152,VnmHCcRl
1444,0.0424,lmhTAqNI
1445,0.0193,NzIKCcEk
1446,0.5827,aKEtUilB
1447,0.9152,MoCAikFr
1448,0.3271,ngobFHAv
1449,0.1848,cPMTkDMR
1450,0.6742,UQscGDTn
1451,0.5111,qljrzLLx
1452,0.3908,NVyFPIWe
1453,0.1073,abcaoaxL
1454,0.9612,ftHYMtoH
1455,0.2975,bghxWZVg
1456,0.6367,XPTWjfLx
1457,0.8864,KobDdJlu
1458,0.3774,bwyjaUIX
1459,0.8764,KLknIYjJ
1460,0.8104,ZcDSDKPL
1461,0.7425,oetQCtUL
1462,0.5408,qHvEtZNh
1463,0.6727,UJvXenhW
1464,0.6455,xCJUrVZh
1465,0.3416,GMSDYPQu
1466,0.8234,TZCBDnCW
1467,0.7397,JOzqRtWB
1468,0.8194,lsvNfHxR
1469,0.8952,jaPAfhdX
1470,0.2418,vQCfQbbg
1471,0.1857,OdnXvsuK
1472,0.3002,ukwEyFcz
1473,0.0315,qbKStCfJ
1474,0.6202,sYzbczVy
1475,0.5437,eLLVxMmZ
1476,0.0343,qOSlvagS
1477,0.7808,WxAyKuWH
1478,0.0487,EKzUpipr
1479,0.1097,iRkzaOPV
1480,0.7725,cjrJRlxK
1481,0.9117,fhMXDwtK
1482,0.0205,BKHfyoCv
1483,0.0652,nXsuVVTg
1484,0.162,DIxZtndP
1485,0.1855,vDmhgKad
1486,0.7881,fIEaThVS
1487,0.8012,jyyfuGCP
1488,0.1461,gASdAZDm
1489,0.7534,RslndwTO
1490,0.0277,IWuFTMgF
1491,0.7905,UHNiFoOw
1492,0.0309,deUhHtuy
1493,0.8068,VpBrqXAu
1494,0.8712,JKWFIDye
1495,0.4897,rAGnnopA
1496,0.3131,VVDspQAv
1497,0.2639,wINUhOpJ
1498,0.3615,CqPEjLTH
1499,0.2057,PRjHzmzo
1500,0.5682,BhFnYQZa
1501,0.1889,WWxZEoDk
1502,0.051,wZEyugjs
1503,0.8013,cSoCnOWJ
1504,0.2049,UDarGowl
1505,0.6183,DnCRhCql
1506,0.8057,QkGXeMYo
1507,0.4863,eRlxijlf
1508,0.2388,qEFulfeL
1509,0.4425,MtFtCoTz
1510,0.7896,BqzGRFtK
1511,0.601,KtOkqvmp
1512,0.2309,FybWmKxP
1513,0.3889,rtzLVenl
1514,0.3666,ZyiSHFQR
1515,0.9792,sNeVeKce
1516,0.932,xpSoVlqB
1517,0.2318,ecIOXWjC
1518,0.942,UmQkLdfQ
1519,0.1787,gyNLhWma
1520,0.8554,NAbAchci
1521,0.1323,SRDomjfm
1522,0.6401,NdtaxPJu
1523,0.5415,vBYXsFLM
1524,0.7516,BvAzPkFt
1525,0.2984,Fvttqkaw
1526,0.6385,hSPMHpma
1527,0.2271,wzyyTyvc
1528,0.9477,UVpcyuHw
1529,0.5982,sAyWTysk
1530,0.922,iZhKoblB
1531,0.0241,uPxGocAg
1532,0.4384,zNbOLDdY
1533,0.9329,tIwLnhVe
1534,0.3839,ucpXkDvQ
1535,0.1516,CnVadSnz
1536,0.0661,yZWzexUG
1537,0.9795,SXnDUQrI
1538,0.5267,IREJPOmQ
1539,0.4339,oWpYZcEP
1540,0.2576,QCRlXyhf
1541,0.5422,sMvreizW
1542,0.0663,qUwQiybW
1543,0.1182,mTzXEvSo
1544,0.6106,iirteePa
1545,0.5404,zeYQHZaj
1546,0.1335,ZtJQsDcU
1547,0.3301,cEZFQjiu
1548,0.9935,fEGBRodF
1549,0.26,HKeFJbSI
1550,0.6949,QsApKuPm
1551,0.9846,qqmhieEg
1552,0.1077,xhdOJELw
1553,0.1226,HXCEWkyb
1554,0.1565,jdbSnjzI
1555,0.3975,KqgqYvqV
1556,0.5666,KaOXvzZh
1557,0.8842,mFXVLvOG
1558,0.7114,PtazQAkr
1559,0.6587,MABUZFFw
1560,0.9498,PxLCCNcr
1561,0.4073,GPyTWVFm
1562,0.3152,ExpHclVn
1563,0.2654,BcXxuwXP
1564,0.2736,QCvAXPHp
1565,0.6002,cZlIogmZ
1566,0.5608,rCkJeHXb
1567,0.1299,MnIIvVki
1568,0.0976,WqCCdZTS
1569,0.0033,mOPXYfxg
1570,0.766,OygIoePs
1571,0.3879,jXLVGYNZ
1572,0.1623,rBJkZNsr
1573,0.3893,NfAQljHO
1574,0.7477,dZlIVzOu
1575,0.6425,kcxasZWH
1576,0.4155,RYSeREDg
1577,0.1358,zZLrGbRq
1578,0.3121,QpScpYhn
1579,0.3796,hrvdBdqp
1580,0.0227,ZrLTWFSs
1581,0.0952,nrUjlPmo
1582,0.8415,CCSQCEJp
1583,0.5524,pUNcVvIn
1584,0.0521,dXEfyysC
1585,0.2643,EDPeiHDT
1586,0.6308,alKiXSAZ
1587,0.0053,BoPOjCdk
1588,0.6669,kBrvEVom
1589,0.8561,gvHzYvjn
1590,0.1282,jHgIgcZM
1591,0.7313,JglXDHLR
1592,0.0138,fkhLOTqv
1593,0.6595,JxkHksTS
1594,0.6623,zXwnwiOR
1595,0.7483,BkfoojNy
1596,0.7626,dxplkSRY
1597,0.2696,ywgOHtZC
1598,0.6419,hntnfSAq
1599,0.4037,dXfUnmXW
1600,0.8559,DWVGYaXr
1601,0.6896,CDakfpNn
1602,0.8046,EGIXDstG
1603,0.8903,qSsNBzwD
1604,0.6897,fUmTkvZd
1605,0.681,YwhMlfnV
1606,0.4091,ZHUUeWFe
1607,0.2503,FMWmyoiN
1608,0.7287,WzZPUfAl
1609,0.5757,aKWNCiMY
1610,0.5717,IkQmcjRk
1611,0.295,dxGbLLtN
1612,0.7611,RwJRitib
1613,0.1751,RveidvwK
1614,0.1662,LLTBUEYE
1615,0.33,xREIlxiR
1616,0.4451,qFWPRkpO
1617,0.4649,eEPgcMBS
1618,0.5601,uHLQcjTP
1619,0.2405,cSCdCeBe
1620,0.2611,CRczRhPK
1621,0.0894,hxvGeNxJ
1622,0.9928,rbabIbQb
1623,0.3225,NQEejXfO
1624,0.539,tOMFLZqI
1625,0.7947,AppiChIC
1626,0.2872,BNhQpGct
1627,0.0404,wbFanmrr
1628,0.3615,ABvDmhol
1629,0.3216,ItQOtcLG
1630,0.053,kvSDGOaG
1631,0.6362,WWjdncgu
1632,0.8349,gCBaGnSj
1633,0.9484,zWAtNBdn
1634,0.1549,dKGpiDIL
1635,0.4076,imvLtLBl
1636,0.3096,OeTQpZus
1637,0.7503,NTculJrJ
1638,0.2938,XVbetvop
1639,0.5757,QAVOMtCA
1640,0.1785,ZrYyRdJb
1641,0.6868,cSmVkNsR
1642,0.2577,qKulhfeF
1643,0.5262,LOCFkEGk
1644,0.2168,vqlTSLXV
1645,0.6119,ANruyAvC
1646,0.864,UajQZbfO
1647,0.112,gFWmtyKn
1648,0.2836,YgLvaGlt
1649,0.7921,gdqdgBOo
1650,0.5392,luyRENvi
1651,0.723,WFAdxrve
1652,0.9338,KSpBvMRG
1653,0.778,rzuwPcKg
1654,0.1288,OackZBku
1655,0.8845,eTbixqMf
1656,0.1755,lUsQAjDz
1657,0.8474,wDUGZRpY
1658,0.1158,pCPZOrmS
1659,0.9127,MBvlHFgf
1660,0.3706,JaQAZEdp
1661,0.5741,WLxnPuFD
1662,0.9426,vGQTIRHN
1663,0.746,JNSeBhOE
1664,0.6368,DhDpOUDP
1665,0.8568,XUfRPlOO
1666,0.4299,DXcGbDiH
1667,0.4572,vUHjlDZl
1668,0.6067,qIVHUBID
1669,0.0175,QoarvIZU
1670,0.5663,wbPOvNCh
1671,0.6609,eCDrGWlD
1672,0.8087,fRTNPqrW
1673,0.1202,ROuhEOSo
1674,0.899,SRiNaIAF
1675,0.9073,uZgYukek
1676,0.6119,QQbXtcHe
1677,0.6299,dMcvjGkE
1678,0.4433,vhLloazx
1679,0.2815,iLxhuSIF
1680,0.3446,CeTLQVWZ
1681,0.5654,WdObWJnY
1682,0.1984,xegWsWkV
1683,0.4013,yWykZVJe
1684,0.1634,tlvQYqyC
1685,0.9764,tjxUCpEL
1686,0.1687,EcSpcQwo
1687,0.0529,xJRuBWVM
1688,0.4997,AVdRHTUE
1689,0.8273,fkBYiCMz
1690,0.7312,FmwQTCTS
1691,0.1772,JqblNXbO
1692,0.5886,LwJZxKuW
1693,0.2359,vOhPsaCe
1694,0.8407,jGriZJIa
1695,0.3351,ZWJvhdHW
1696,0.0728,DruxEcEO
1697,0.2685,wFpCaiUb
1698,0.3309,bFLICYFJ
1699,0.5074,pgTrMAGH
1700,0.2836,xCxQVKws
1701,0.179,UuukNIbG
1702,0.2749,OYdGYzBt
1703,0.1499,GVALiRqD
1704,0.4939,MPBJaHJP
1705,0.3687,KTITNuLr
1706,0.4566,bIiUjMSn
1707,0.1826,BxuhQFjm
1708,0.9516,JMSPRlWC
1709,0.9015,DfvnJVjN
1710,0.7224,WjXuYiXl
1711,0.6946,rFJfSWfK
1712,0.3692,bHAXXDaq
1713,0.4878,JQlkGgJA
1714,0.577,WfzzcBKE
1715,0.2691,bRkpqxqr
1716,0.1072,LtUQyRBm
1717,0.4263,ScXnSKHf
1718,0.9504,PbsxGXgE
1719,0.4729,dMgyogRB
1720,0.8565,sihrQQwd
1721,0.3245,OAPxwpiz
1722,0.3379,rMICrEYP
1723,0.3173,LFjgXVYQ
1724,0.4281,rhSTcPtl
1725,0.6473,mXgTTRPT
1726,0.0692,arbkGCjf
1727,0.3033,SBtEZzzS
1728,0.9905,lxHwXHha
1729,0.3663,AMitkXBP
1730,0.1729,CQMjdkhR
1731,0.0071,petaemni
1732,0.7175,ybiyAexO
1733,0.8999,yqMsGztS
1734,0.9421,qGAOIxUC
1735,0.7296,uCjwgydJ
1736,0.1983,OLWIYXWq
1737,0.1725,DDFMTXMP
1738,0.6572,EHmCmiHK
1739,0.2445,EUkCqvzH
1740,0.7371,TlQpWDnn
1741,0.8108,OFLjxQSw
1742,0.1868,jdcmUyBz
1743,0.1125,zUqEDVmh
1744,0.8123,NfPuPSCj
1745,0.8834,nCFWUAAD
1746,0.3493,kMKtAjHu
1747,0.0609,RNZNkopV
1748,0.6454,QSDfdRik
1749,0.728,UTbhEOLE
1750,0.3482,bpyHMkFk
1751,0.0049,vykEeYhc
1752,0.1509,hkgJKxyI
1753,0.0535,FMefugjg
1754,0.7217,xLIWNWkG
